Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra optica,Wireless,Otros,Total,ADSL meta,Cablemodem meta,Fibra optica meta,Wireless meta,Otros meta,Total meta,Tecnologia Predominante
2018,1,Santa Cruz,18615,4474,1799,6734,2783,34405,18986,1701,593,4730,4029,30041,ADSL
2018,2,Santa Cruz,18615,4474,585,6734,3997,34405,18987,4563,1834,6868,2838,35093,ADSL
2018,3,Santa Cruz,18606,4574,585,6238,3996,33999,18987,4563,596,6868,4076,35093,ADSL
2018,4,Santa Cruz,10659,4615,382,6378,2734,24768,18978,4665,596,6362,4075,34678,ADSL
2019,1,Santa Cruz,10659,4615,382,6514,2735,24905,10872,4707,389,6505,2788,25263,ADSL
2019,2,Santa Cruz,10665,10257,379,6514,2735,30550,10872,4707,389,6644,2789,25403,ADSL
2019,3,Santa Cruz,10663,17056,969,6544,2738,37970,10878,10462,386,6644,2789,31161,Cablemodem
2019,4,Santa Cruz,13264,15899,1036,6800,2371,39370,10876,17397,988,6674,2792,38729,Cablemodem
2020,1,Santa Cruz,12845,15766,1026,6817,2368,38822,13529,16216,1056,6936,2418,40157,Cablemodem
2020,2,Santa Cruz,12845,16044,1027,6585,2368,38869,13101,16081,1046,6953,2415,39598,Cablemodem
2020,3,Santa Cruz,12845,16098,1027,6938,2373,39281,13101,16364,1047,6716,2415,39646,Cablemodem
2020,4,Santa Cruz,12347,19657,1041,4659,2970,40674,13101,16419,1047,7076,2420,40066,Cablemodem
2021,1,Santa Cruz,12347,23089,5975,4264,390,46065,12593,20050,1061,4752,3029,41487,Cablemodem
2021,2,Santa Cruz,12347,22967,6328,4269,3071,48982,12593,23550,6094,4349,397,46986,Cablemodem
2021,3,Santa Cruz,12347,22961,6328,4269,3071,48976,12593,23426,6454,4354,3132,49961,Cablemodem
2021,4,Santa Cruz,10790,22902,10031,4346,417,48486,12593,23420,6454,4354,3132,49955,Cablemodem
2022,1,Santa Cruz,10537,23420,10766,3974,405,49102,11005,23360,10231,4432,425,49455,Cablemodem
2022,2,Santa Cruz,10170,23725,10815,3896,579,49185,10747,23888,10981,4053,413,50084,Cablemodem
2022,3,Santa Cruz,10170,24047,10815,3896,582,49510,10373,24199,11031,3973,590,50168,Cablemodem
2022,4,Santa Cruz,9702,23876,12217,3746,662,50203,10373,24527,11031,3973,593,50500,Cablemodem
2023,1,Santa Cruz,9702,23839,12217,3660,943,50361,9896,24353,12461,3820,675,51207,Cablemodem
2023,2,Santa Cruz,9019,23896,11269,3660,758,48602,9896,24315,12461,3733,961,51368,Cablemodem
2023,3,Santa Cruz,8376,23931,11270,3660,750,47987,9199,24373,11494,3733,773,49574,Cablemodem
2023,4,Santa Cruz,7768,15669,55246,7687,661,87031,8543,24409,11495,3733,765,48946,Fibra optica
2024,1,Santa Cruz,7768,14435,49545,7799,661,80208,7923,15982,56350,7840,674,88771,Fibra optica
2024,2,Santa Cruz,7768,14134,49545,11353,661,83461,7923,14723,50535,7954,674,81812,Fibra optica
2014,1,Santa Fe,322662,174296,3059,5951,644,506612,0,0,0,0,0,0,ADSL
2014,2,Santa Fe,324101,178495,3085,6041,636,512358,329115,177781,3120,6070,656,516744,ADSL
2014,3,Santa Fe,325577,183630,4407,6540,733,520887,330583,182064,3146,6161,648,522605,ADSL
2014,4,Santa Fe,335267,183009,3205,6282,1634,529397,332088,187302,4495,6670,747,531304,ADSL
2015,1,Santa Fe,328809,199037,2845,4239,1507,536437,341972,186669,3269,6407,1666,539984,ADSL
2015,2,Santa Fe,333117,204685,2877,4320,1389,546388,335385,203017,2901,4323,1537,547165,ADSL
2015,3,Santa Fe,337042,209673,4169,4426,1428,556738,339779,208778,2934,4406,1416,557315,ADSL
2015,4,Santa Fe,339843,212911,2885,4596,1437,561672,343782,213866,4252,4514,1456,567872,ADSL
2016,1,Santa Fe,338052,204816,3014,4686,1428,551996,346639,217169,2942,4687,1465,572905,ADSL
2016,2,Santa Fe,336244,219088,2981,4744,1417,564474,344813,208912,3074,4779,1456,563035,ADSL
2016,3,Santa Fe,334911,223011,3037,4862,1190,567011,342968,223469,3040,4838,1445,575763,ADSL
2016,4,Santa Fe,326721,225792,3201,4946,1172,561832,341609,227471,3097,4959,1213,578351,ADSL
2017,1,Santa Fe,327458,226094,3210,4948,1172,562882,333255,230307,3265,5044,1195,573068,ADSL
2017,2,Santa Fe,329813,228102,3234,4958,1173,567280,334007,230615,3274,5046,1195,574139,ADSL
2017,3,Santa Fe,322953,290655,6338,4897,37499,662342,336409,232664,3298,5057,1196,578625,ADSL
2017,4,Santa Fe,341680,293831,10602,10965,15382,672460,329412,296468,6464,4994,38248,675588,ADSL
2018,1,Santa Fe,341997,300421,10674,11636,15298,680026,348513,299707,10814,11184,15689,685909,ADSL
2018,2,Santa Fe,337934,304349,11354,15801,15114,684552,348836,306429,10887,11868,15603,693626,ADSL
2018,3,Santa Fe,339126,312866,11749,16337,15022,695100,344692,310435,11581,16117,15416,698243,ADSL
2018,4,Santa Fe,335519,322782,14387,18705,28997,720390,345908,319123,11983,16663,15322,709002,ADSL
2019,1,Santa Fe,340038,340344,15621,23215,17860,737078,342229,329237,14674,19079,29576,734797,Cablemodem
2019,2,Santa Fe,325420,355140,18236,21980,22708,743484,346838,347150,15933,23679,18217,751819,Cablemodem
2019,3,Santa Fe,319396,377171,18690,24269,21408,760934,331928,362242,18600,22419,23162,758353,Cablemodem
2019,4,Santa Fe,312072,382254,27464,26978,20401,769169,325783,384714,19063,24754,21836,776152,Cablemodem
2020,1,Santa Fe,302366,383673,35123,30488,19468,771118,318313,389899,28013,27517,20809,784552,Cablemodem
2020,2,Santa Fe,299974,381679,46698,30487,19094,777932,308413,391346,35825,31097,19857,786540,Cablemodem
2020,3,Santa Fe,295051,405807,45721,37112,19307,802998,305973,389312,47631,31096,19475,793490,Cablemodem
2020,4,Santa Fe,287271,414746,62692,38712,17392,820813,300952,413923,46635,37854,19693,819057,Cablemodem
2021,1,Santa Fe,277012,421480,70976,39140,17519,826127,293016,423040,63945,39486,17739,837229,Cablemodem
2021,2,Santa Fe,256741,431915,90424,43997,17523,840600,282552,429909,72395,39922,17869,842649,Cablemodem
2021,3,Santa Fe,245929,443156,93412,43447,15640,841584,261875,440553,92232,44876,17873,857412,Cablemodem
2021,4,Santa Fe,233427,444373,128856,43556,16229,866441,250847,452019,95280,44315,15952,858415,Cablemodem
2022,1,Santa Fe,213486,444609,146552,45261,20571,870479,238095,453260,131433,44427,16553,883769,Cablemodem
2022,2,Santa Fe,198492,428233,189503,43081,19550,878859,217755,453501,149483,46166,20982,887888,Cablemodem
2022,3,Santa Fe,183740,426255,215189,43079,19547,887810,202461,436797,193293,43942,19941,896436,Cablemodem
2022,4,Santa Fe,163621,412157,248558,44113,19242,887691,187414,434780,219492,43940,19937,905566,Cablemodem
2023,1,Santa Fe,138935,405618,283988,43487,14246,886274,166893,420400,253529,44995,19626,905444,Cablemodem
2023,2,Santa Fe,126344,399669,311166,44134,14501,895814,141713,413730,289667,44356,14530,903999,Cablemodem
2023,3,Santa Fe,108503,397854,336013,44545,13437,900352,128870,407662,317389,45016,14791,913730,Cablemodem
2023,4,Santa Fe,97004,398670,355762,44521,13544,909501,110673,405811,342733,45435,13705,918359,Cablemodem
2024,1,Santa Fe,86548,399817,374288,44162,13773,918588,98944,406643,362877,45411,13814,927691,Cablemodem
2024,2,Santa Fe,88486,394939,390090,44286,13172,930973,88278,407813,381773,45045,14048,936959,Cablemodem
2014,1,Santiago Del Estero,32567,3598,19,915,34,37133,0,0,0,0,0,0,ADSL
2014,2,Santiago Del Estero,32820,4231,19,907,34,38011,33218,3669,19,933,34,37875,ADSL
2014,3,Santiago Del Estero,32820,3900,19,768,41,37548,33476,4315,19,925,34,38771,ADSL
2014,4,Santiago Del Estero,34110,4231,19,920,37,39317,33476,3978,19,783,41,38298,ADSL
2015,1,Santiago Del Estero,33813,4365,19,1020,35,39252,34792,4315,19,938,37,40103,ADSL
2015,2,Santiago Del Estero,33873,4365,19,1091,30,39378,34489,4452,19,1040,35,40037,ADSL
2015,3,Santiago Del Estero,33886,4365,19,1097,30,39397,34550,4452,19,1112,30,40165,ADSL
2015,4,Santiago Del Estero,33582,4365,19,1139,30,39135,34563,4452,19,1118,30,40184,ADSL
2016,1,Santiago Del Estero,32838,3900,19,911,30,37698,34253,4452,19,1161,30,39917,ADSL
2016,2,Santiago Del Estero,32101,3900,19,911,30,36961,33494,3978,19,929,30,38451,ADSL
2016,3,Santiago Del Estero,31730,3900,19,3,8,35660,32743,3978,19,929,30,37700,ADSL
2016,4,Santiago Del Estero,30192,3900,19,911,29,35051,32364,3978,19,3,8,36373,ADSL
2017,1,Santiago Del Estero,29616,3900,19,911,29,34475,30795,3978,19,929,29,35752,ADSL
2017,2,Santiago Del Estero,28337,3900,19,911,29,33196,30208,3978,19,929,29,35164,ADSL
2017,3,Santiago Del Estero,27733,54096,19,911,35,82794,28903,3978,19,929,29,33859,Cablemodem
2017,4,Santiago Del Estero,27313,40407,19,1025,80,68844,28287,55177,19,929,35,84449,Cablemodem
2018,1,Santiago Del Estero,26788,54594,23,1432,81,82918,27859,41215,19,1045,81,70220,Cablemodem
2018,2,Santiago Del Estero,26074,55935,23,1662,81,83775,27323,55685,23,1460,82,84576,Cablemodem
2018,3,Santiago Del Estero,25805,58789,23,1662,81,86360,26595,57053,23,1695,82,85450,Cablemodem
2018,4,Santiago Del Estero,25339,61243,23,2649,81,89335,26321,59964,23,1695,82,88087,Cablemodem
2019,1,Santiago Del Estero,25337,61547,23,2847,99,89853,25845,62467,23,2701,82,91121,Cablemodem
2019,2,Santiago Del Estero,24393,64783,219,2759,34600,126754,25843,62777,23,2903,100,91650,Cablemodem
2019,3,Santiago Del Estero,24556,71198,219,2759,34400,133132,24880,66078,223,2814,35292,129289,Cablemodem
2019,4,Santiago Del Estero,24682,71239,200,2810,4657,103588,25047,72621,223,2814,35088,135794,Cablemodem
2020,1,Santiago Del Estero,24695,70424,200,2779,4657,102755,25175,72663,204,2866,4750,105659,Cablemodem
2020,2,Santiago Del Estero,25917,72074,355,3038,4063,105447,25188,71832,204,2834,4750,104810,Cablemodem
2020,3,Santiago Del Estero,26419,70720,555,4185,3613,105492,26435,73515,362,3098,4144,107555,Cablemodem
2020,4,Santiago Del Estero,26812,70522,570,5169,3596,106669,26947,72134,566,4268,3685,107601,Cablemodem
2021,1,Santiago Del Estero,26468,75849,570,5158,3596,111641,27348,71932,581,5272,3667,108802,Cablemodem
2021,2,Santiago Del Estero,20734,83770,909,5081,3596,114090,26997,77365,581,5261,3667,113873,Cablemodem
2021,3,Santiago Del Estero,19939,85535,909,6147,2928,115458,21148,85445,927,5182,3667,116371,Cablemodem
2021,4,Santiago Del Estero,19032,86563,1088,6256,2922,115861,20337,87245,927,6269,2986,117767,Cablemodem
2022,1,Santiago Del Estero,18118,87979,1093,6349,2922,116461,19412,88294,1109,6381,2980,118178,Cablemodem
2022,2,Santiago Del Estero,16561,80338,11605,6618,2922,118044,18480,89738,1114,6475,2980,118790,Cablemodem
2022,3,Santiago Del Estero,15385,80937,13170,6618,2922,119032,16892,81944,11837,6750,2980,120404,Cablemodem
2022,4,Santiago Del Estero,13577,80955,15117,6911,2934,119494,15692,82555,13433,6750,2980,121412,Cablemodem
2023,1,Santiago Del Estero,11642,80407,16656,6916,2934,118555,13848,82574,15419,7049,2992,121883,Cablemodem
2023,2,Santiago Del Estero,10629,80086,17244,6916,2934,117809,11874,82015,16989,7054,2992,120926,Cablemodem
2023,3,Santiago Del Estero,9412,80919,21745,6916,2936,121928,10841,81687,17588,7054,2992,120165,Cablemodem
2023,4,Santiago Del Estero,8290,80692,24271,7057,2920,123230,9600,82537,22179,7054,2994,124366,Cablemodem
2024,1,Santiago Del Estero,6644,80722,27018,7058,2920,124362,8455,82305,24756,7198,2978,125694,Cablemodem
2024,2,Santiago Del Estero,5328,80000,30008,7058,2920,125314,6776,82336,27558,7199,2978,126849,Cablemodem
2014,1,Tierra Del Fuego,21618,2837,648,1,2934,28038,0,0,0,0,0,0,ADSL
2014,2,Tierra Del Fuego,21618,3008,648,1,2934,28209,22050,2893,660,1,2992,28598,ADSL
2014,3,Tierra Del Fuego,21840,3469,650,1,2832,28792,22050,3068,660,1,2992,28773,ADSL
2014,4,Tierra Del Fuego,21948,3664,655,1,2722,28990,22276,3538,663,1,2888,29367,ADSL
2015,1,Tierra Del Fuego,22291,7924,657,1,2583,33456,22386,3737,668,1,2776,29569,ADSL
2015,2,Tierra Del Fuego,22636,7927,665,1,2350,33579,22736,8082,670,1,2634,34125,ADSL
2015,3,Tierra Del Fuego,22636,8085,665,1,2350,33737,23088,8085,678,1,2397,34250,ADSL
2015,4,Tierra Del Fuego,22636,4301,665,1,2350,29953,23088,8246,678,1,2397,34411,ADSL
2016,1,Tierra Del Fuego,22636,4834,665,1,2350,30486,23088,4387,678,1,2397,30552,ADSL
2016,2,Tierra Del Fuego,22636,5707,665,1,2350,31359,23088,4930,678,1,2397,31095,ADSL
2016,3,Tierra Del Fuego,22636,6276,665,1,2347,31925,23088,5821,678,1,2397,31986,ADSL
2016,4,Tierra Del Fuego,22636,6905,665,1,2350,32557,23088,6401,678,1,2393,32563,ADSL
2017,1,Tierra Del Fuego,22636,6905,665,1,2350,32557,23088,7043,678,1,2397,33208,ADSL
2017,2,Tierra Del Fuego,22636,6905,665,1,2350,32557,23088,7043,678,1,2397,33208,ADSL
2017,3,Tierra Del Fuego,21587,7012,622,1,2244,31466,23088,7043,678,1,2397,33208,ADSL
2017,4,Tierra Del Fuego,19372,6906,530,1,2045,28854,22018,7152,634,1,2288,32095,ADSL
2018,1,Tierra Del Fuego,19372,9663,531,1,2047,31614,19759,7044,540,1,2085,29431,ADSL
2018,2,Tierra Del Fuego,19372,22756,531,1,2047,44707,19759,9856,541,1,2087,32246,Cablemodem
2018,3,Tierra Del Fuego,19365,22649,1502,1,2047,45564,19759,23211,541,1,2087,45601,Cablemodem
2018,4,Tierra Del Fuego,19789,23349,1623,0,1499,46260,19752,23101,1532,1,2087,46475,Cablemodem
2019,1,Tierra Del Fuego,19789,23549,1623,0,1486,46447,20184,23815,1655,0,1528,47185,Cablemodem
2019,2,Tierra Del Fuego,19790,25527,651,0,1486,47454,20184,24019,1655,0,1515,47375,Cablemodem
2019,3,Tierra Del Fuego,19790,26659,651,0,1487,48587,20185,26037,664,0,1515,48403,Cablemodem
2019,4,Tierra Del Fuego,13261,26821,0,0,310,40392,20185,27192,664,0,1516,49558,Cablemodem
2020,1,Tierra Del Fuego,12854,25632,0,0,308,38794,13526,27357,0,0,316,41199,Cablemodem
2020,2,Tierra Del Fuego,12854,26025,0,0,310,39189,13111,26144,0,0,314,39569,Cablemodem
2020,3,Tierra Del Fuego,12854,26491,0,0,310,39655,13111,26545,0,0,316,39972,Cablemodem
2020,4,Tierra Del Fuego,12853,26439,6,0,316,39614,13111,27020,0,0,316,40448,Cablemodem
2021,1,Tierra Del Fuego,12853,27247,6,0,316,40422,13110,26967,6,0,322,40406,Cablemodem
2021,2,Tierra Del Fuego,12853,22504,6,14,316,35693,13110,27791,6,0,322,41230,Cablemodem
2021,3,Tierra Del Fuego,12853,36958,6,16,390,50223,13110,22954,6,14,322,36406,Cablemodem
2021,4,Tierra Del Fuego,13317,38148,426,124,342,52357,13110,37697,6,16,397,51227,Cablemodem
2022,1,Tierra Del Fuego,13031,38700,416,124,340,52611,13583,38910,434,126,348,53404,Cablemodem
2022,2,Tierra Del Fuego,12754,39837,403,125,651,53770,13291,39474,424,126,346,53663,Cablemodem
2022,3,Tierra Del Fuego,12754,39963,403,125,651,53896,13009,40633,411,127,664,54845,Cablemodem
2022,4,Tierra Del Fuego,12754,41293,405,157,651,55260,13009,40762,411,127,664,54973,Cablemodem
2023,1,Tierra Del Fuego,12754,43146,405,157,651,57113,13009,42118,413,160,664,56365,Cablemodem
2023,2,Tierra Del Fuego,12392,45224,525,157,337,58635,13009,44008,413,160,664,58255,Cablemodem
2023,3,Tierra Del Fuego,9357,45203,3682,157,332,58731,12639,46128,535,160,343,59807,Cablemodem
2023,4,Tierra Del Fuego,9357,48071,3682,157,332,61599,9544,46107,3755,160,338,59905,Cablemodem
2024,1,Tierra Del Fuego,9357,48005,3684,177,332,61555,9544,49032,3755,160,338,62830,Cablemodem
2024,2,Tierra Del Fuego,9357,47859,3684,177,332,61409,9544,48965,3757,180,338,62786,Cablemodem
2014,1,Tucumán,129717,83,121,13,98,130032,0,0,0,0,0,0,ADSL
2014,2,Tucumán,131740,97,121,13,98,132069,132311,84,123,13,99,132632,ADSL
2014,3,Tucumán,131739,97,117,13,100,132066,134374,98,123,13,99,134710,ADSL
2014,4,Tucumán,137093,97,116,13,105,137424,134373,98,119,13,102,134707,ADSL
2015,1,Tucumán,137857,115,116,88,100,138276,139834,98,118,13,107,140172,ADSL
2015,2,Tucumán,139944,479,116,88,50,140677,140614,117,118,89,102,141041,ADSL
2015,3,Tucumán,142925,1135,116,88,50,144314,142742,488,118,89,51,143490,ADSL
2015,4,Tucumán,144188,1653,116,88,50,146095,145783,1157,118,89,51,147200,ADSL
2016,1,Tucumán,144233,2165,116,74,49,146637,147071,1686,118,89,51,149016,ADSL
2016,2,Tucumán,145486,2968,116,58,49,148677,147117,2208,118,75,49,149569,ADSL
2016,3,Tucumán,147259,3850,116,53,41,151319,148395,3027,118,59,49,151650,ADSL
2016,4,Tucumán,146995,4482,116,14,45,151652,150204,3927,118,54,41,154345,ADSL
2017,1,Tucumán,147373,5223,116,14,45,152771,149934,4571,118,14,45,154685,ADSL
2017,2,Tucumán,149013,5223,116,14,45,154411,150320,5327,118,14,45,155826,ADSL
2017,3,Tucumán,154130,6431,106,40,305,161012,151993,5327,118,14,45,157499,ADSL
2017,4,Tucumán,156583,5223,105,102,319,162332,157212,6559,108,40,311,164232,ADSL
2018,1,Tucumán,158611,8921,107,368,50,168057,159714,5327,107,104,325,165578,ADSL
2018,2,Tucumán,160315,8965,110,252,315,169957,161783,9099,109,375,51,171418,ADSL
2018,3,Tucumán,161209,9280,110,252,315,171166,163521,9144,112,257,321,173356,ADSL
2018,4,Tucumán,159215,11670,119,686,314,172004,164433,9465,112,257,321,174589,ADSL
2019,1,Tucumán,159215,11670,118,678,321,172002,162399,11903,121,699,320,175444,ADSL
2019,2,Tucumán,153121,12089,116,684,321,166331,162399,11903,120,691,327,175442,ADSL
2019,3,Tucumán,150918,12089,116,684,324,164131,156183,12330,118,697,327,169657,ADSL
2019,4,Tucumán,146985,11012,39574,725,348,198644,153936,12330,118,697,330,167413,ADSL
2020,1,Tucumán,143184,10494,44687,1355,347,200067,149924,11232,40365,739,354,202616,ADSL
2020,2,Tucumán,150084,9833,55120,1357,762,217156,146047,10703,45580,1382,353,204068,ADSL
2020,3,Tucumán,149605,11752,59949,1808,762,223876,153085,10029,56222,1384,777,221499,ADSL
2020,4,Tucumán,149322,11150,68043,1834,740,231089,152597,11987,61147,1844,777,228353,ADSL
2021,1,Tucumán,147199,12185,69954,1834,740,231912,152308,11373,69403,1870,754,235710,ADSL
2021,2,Tucumán,110429,48359,71683,1837,743,233051,150142,12428,71353,1870,754,236550,ADSL
2021,3,Tucumán,104489,53868,70964,2408,743,232472,112637,49326,73116,1873,757,237712,ADSL
2021,4,Tucumán,97830,59022,78790,2511,486,238639,106578,54945,72383,2456,757,237121,ADSL
2022,1,Tucumán,92532,62396,86174,3995,487,245584,99786,60202,80365,2561,495,243411,ADSL
2022,2,Tucumán,85893,15327,148823,3997,487,254527,94382,63643,87897,4074,496,250495,Fibra optica
2022,3,Tucumán,77738,18518,162345,3997,519,263117,87610,15633,151799,4076,496,259617,Fibra optica
2022,4,Tucumán,69441,20668,168717,4069,527,263422,79292,18888,165591,4076,529,268379,Fibra optica
2023,1,Tucumán,55822,19482,180976,4293,527,261100,70829,21081,172091,4150,537,268690,Fibra optica
2023,2,Tucumán,50019,20012,188986,4060,525,263602,56938,19871,184595,4378,537,266322,Fibra optica
2023,3,Tucumán,46348,20545,195053,4088,523,266557,51019,20412,192765,4141,535,268874,Fibra optica
2023,4,Tucumán,41318,20267,199876,4357,517,266335,47274,20955,198954,4169,533,271888,Fibra optica
2024,1,Tucumán,33682,20361,205959,4075,518,264595,42144,20672,203873,4444,527,271661,Fibra optica
2024,2,Tucumán,27968,20806,213753,3869,518,266914,34355,20768,210078,4156,528,269886,Fibra optica
